R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo,Unnamed: 35,Broj povrijeđenih osoba,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Kategorija saobraćajnice.1,Datum i vrijeme nastanka saobraćajne nezgode,Dio dana,Stanje kolovoza.1,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Broj poginulih osoba.1,Unnamed: 73,Unnamed: 74,Tip saobraćajne nezgode (izvorno iz zapisnika MUP-a),Tip saobraćajne nezgode,Putnički automobil.1,Pješak.1,Romobil.1,Bicikl.1,Motocikl.1,Lako teretno vozilo.1,Teško teretno vozilo.1,Autobus.1,Traktor.1,Ostalo.1,Unnamed: 87
234,43.83173,18.33669,Lokalna cesta,2023-01-07 00:00:00,15:10:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
235,43.83995,18.3386,Lokalna cesta,2023-01-12 00:00:00,16:05:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Ne,Ne,0,0,1,0,3.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
236,43.82379,18.34752,Lokalna cesta,2023-01-19 00:00:00,19:00:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni sudar vozila sa pješakom,Čeoni udar u pješaka,PA,,,,,,,,,,
237,43.83464,18.32851,Lokalna cesta,2023-02-01 00:00:00,18:00:00,Oblačno,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Ne,Da,0,0,2,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
238,43.83075,18.35119,Lokalna cesta,2023-02-06 00:00:00,20:35:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izlijetanje izvan kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
239,43.8344,18.34263,Lokalna cesta,2023-03-21 00:00:00,19:35:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
240,43.83017,18.35645,Lokalna cesta,2023-04-06 00:00:00,09:45:00,Oblačno,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
241,43.82714,18.33998,Lokalna cesta,2023-04-10 00:00:00,11:05:00,Kiša,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1.0,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izlijetanje izvan kolovoza,Izlijetanje izvan kolovoza,PA,,,,,LTV,,,,,
242,43.83614,18.34651,Lokalna cesta,2023-04-26 00:00:00,17:20:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
243,43.82844,18.34651,Lokalna cesta,2023-05-12 00:00:00,11:50:00,Oblačno,Dan,Suh,0,0,1,Udar u zadnji dio vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,,,,,,LTV,,,,,
244,43.83568,18.3423,Lokalna cesta,2023-06-07 00:00:00,07:10:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
245,43.82914,18.35006,Lokalna cesta,2023-06-20 00:00:00,09:00:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni sudar vozila sa pješakom,Čeoni udar u pješaka,PA,,,,,,,,,,
246,43.8358,18.34255,Lokalna cesta,2023-08-14 00:00:00,14:00:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bočni udar tramvaja sa pješakom,Bočni udar tramvaja sa pješakom,PA,,,,,,,,,,
247,43.82921,18.34255,Lokalna cesta,2023-09-05 00:00:00,08:50:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pad motocikliste na kolovoz,Pad motocikla na kolovoz,PA,,,,,,,,,,
248,43.83146,18.35072,Lokalna cesta,2023-09-12 00:00:00,15:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,LTV,,,,,
249,43.82654,18.33981,Lokalna cesta,2023-09-18 00:00:00,19:25:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
250,43.84357,18.33974,Lokalna cesta,2023-09-20 00:00:00,08:40:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,Bicikl,,,,,,,
251,43.82958,18.34117,Lokalna cesta,2023-10-11 00:00:00,13:00:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bočni sudar,Bočni sudar,PA,,,,,,,,,,
252,43.82966,18.34109,Lokalna cesta,2023-10-13 00:00:00,07:40:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izlijetanje s kolovoza,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
253,43.82693,18.33875,Lokalna cesta,2023-10-17 00:00:00,07:15:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bočni sudar,Bočni sudar,PA,,,,,,,,,,
254,43.84188,18.33869,Lokalna cesta,2023-11-03 00:00:00,00:05:00,Kiša,Noć,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
255,43.82921,18.34688,Lokalna cesta,2023-11-10 00:00:00,10:15:00,Oblačno,Dan,Suh,0,0,1,Udar u zadnji dio vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izlijetanje s kolovoza,Izlijetanje izvan kolovoza,,,,,,LTV,,,,,
256,43.83511,18.32875,Lokalna cesta,2023-11-13 00:00:00,20:55:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom obilaženja,Sudar prilikom obilaženja,PA,,,,,,,,,,
257,43.82265,18.349,Lokalna cesta,2023-11-24 00:00:00,18:00:00,Kiša,Noć,Mokar,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
258,43.82884,18.35797,Lokalna cesta,2023-12-15 00:00:00,16:00:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
259,43.83606,18.34408,Lokalna cesta,2024-01-03 00:00:00,20:00:00,Oblačno,Noć,Suh,0,0,2,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
260,43.84037,18.33794,Lokalna cesta,2024-01-22 00:00:00,14:00:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pad bicikliste na kolovoz,Pad bicikla na kolovoz,PA,,,,,,,,,,
261,43.83424,18.32859,Lokalna cesta,2024-02-23 00:00:00,13:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
262,43.83578,18.33528,Lokalna cesta,2024-02-27 00:00:00,17:30:00,Vedro,Noć,Suh,0,0,1,Udar u zadnji dio vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
263,43.82875,18.33448,Lokalna cesta,2024-03-14 00:00:00,19:50:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,3.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
264,43.8335,18.33742,Lokalna cesta,2024-03-18 00:00:00,19:50:00,Kiša,Noć,Mokar,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
265,43.83719,18.33347,Lokalna cesta,2024-03-26 00:00:00,11:15:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,LTV,,,,,
266,43.82976,18.35734,Lokalna cesta,2024-03-30 00:00:00,12:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni sudar vozila sa pješakom,Čeoni udar u pješaka,PA,,,,,,,,,,
267,43.8337,18.33947,Lokalna cesta,2024-04-13 00:00:00,15:55:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
268,43.82624,18.34873,Lokalna cesta,2024-04-28 00:00:00,20:10:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1.0,,,1.0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,Bicikl,,,,,,,
269,43.82669,18.34811,Lokalna cesta,2024-05-10 00:00:00,17:00:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
270,43.84488,18.33891,Lokalna cesta,2024-06-07 00:00:00,20:45:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,3.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni udar vozila sa pješakom prilikom skretanja,Čeoni udar u pješaka,PA,,,,,,,,,,
271,43.83079,18.35118,Lokalna cesta,2024-06-18 00:00:00,16:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar vozila prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
272,43.82639,18.34883,Lokalna cesta,2024-06-22 00:00:00,20:30:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni sudar vozila sa pješakom,Čeoni udar u pješaka,PA,,,,,,,,,,
273,43.83341,18.3424,Lokalna cesta,2024-06-28 00:00:00,14:25:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
274,43.83341,18.34586,Lokalna cesta,2024-07-16 00:00:00,09:55:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,3,0,1.0,,,,,1.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,LTV,,,,,
275,43.84163,18.34182,Lokalna cesta,2024-08-07 00:00:00,12:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
276,43.83546,18.32767,Lokalna cesta,2024-08-07 00:00:00,14:00:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zadnjim dijelom vozila udario pješaka,Udar zadnjim dijelom u pješaka,PA,,,,,,,,,,
277,43.83557,18.33481,Lokalna cesta,2024-08-08 00:00:00,17:40:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
278,43.84409,18.34336,Lokalna cesta,2024-08-15 00:00:00,00:01:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
279,43.82891,18.34998,Lokalna cesta,2024-08-23 00:00:00,12:30:00,Vedro,Dan,Suh,0,0,3,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,3,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izlijetanje van kolovoz,Izlijetanje izvan kolovoza,PA,,,,,,,,,,
280,43.82705,18.3389,Lokalna cesta,2024-09-24 00:00:00,13:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,3.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar vozila sa biciklistom prilikom skretanja,Sudar vozila i bicikla,PA,,,,,,,,,,
281,43.82745,18.34884,Lokalna cesta,2024-09-29 00:00:00,14:40:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
282,43.83025,18.35653,Lokalna cesta,2024-10-10 00:00:00,13:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
283,43.83455,18.32855,Lokalna cesta,2024-10-15 00:00:00,17:20:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1.0,,,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,Motocikl,,,,,,
284,43.8453,18.34057,Lokalna cesta,2024-10-20 00:00:00,10:40:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
285,43.84461,18.34066,Lokalna cesta,2024-11-06 00:00:00,20:30:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar prilikom skretanja,Sudar prilikom skretanja,PA,,,,,,,,,,
286,43.83069,18.35491,Lokalna cesta,2024-11-14 00:00:00,16:05:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudar vožnjom unazad sa pješakom,Udar zadnjim dijelom u pješaka,PA,,,,,,,,,,
287,43.83541,18.33946,Lokalna cesta,2024-12-23 00:00:00,22:30:00,Sa snijegom,Noć,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2.0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udar u zadnji dio vozila,Udar u zadnji dio vozila,PA,,,,,,,,,,
288,43.89916,18.3577,Magistralna cesta,2022-10-02 00:00:00,14:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni udar pješaka na pješačkom,Čeoni udar u pješaka,PA,,,,,,,,,,
289,44.03406,18.45155,Magistralna cesta,2022-12-24 00:00:00,14:40:00,Kiša,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2.0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Čeoni udar pješaka na pješačkom,Čeoni udar u pješaka,PA,,,,,,,,,,
